codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
A351,01/01/2018,22,33.1,34.5,33.1,24,24,21,9.8,10.1,9.3,971.0,971.0,970.5,1.9,181,3.8,-3.54,0.0
A351,01/01/2018,00,32.6,33.8,32.6,31,31,27,13.3,13.3,12.2,973.8,973.8,972.8,3.5,126,8.8,-3.53,0.0
A351,01/01/2018,08,24.4,24.8,24.4,74,74,73,19.5,19.6,19.5,975.5,975.5,974.8,1.8,123,6.6,-3.54,0.0
A351,01/01/2018,15,35.0,35.1,32.4,28,37,28,13.6,16.1,13.5,974.7,975.7,974.7,3.0,158,6.5,3683.,0.0
A351,01/01/2018,16,36.7,36.7,34.0,21,28,21,11.0,13.7,10.1,973.6,974.7,973.6,2.7,138,7.2,3603.,0.0
A351,01/01/2018,17,37.5,37.8,35.8,18,22,18,9.3,11.1,9.3,972.3,973.6,972.3,3.1,189,6.5,3262.,0.0
A351,01/01/2018,18,37.9,38.1,36.1,20,20,17,10.8,10.8,8.2,971.4,972.3,971.4,1.3,201,5.6,2651.,0.0
A351,01/01/2018,01,31.7,32.7,31.7,36,36,31,15.0,15.0,13.5,974.5,974.5,973.8,4.2,127,10.0,-3.54,0.0
A351,01/01/2018,19,37.8,38.0,36.5,20,21,19,10.8,11.2,9.8,970.9,971.4,970.9,3.7,205,6.4,1875.,0.0
A351,01/01/2018,20,35.9,37.8,35.9,22,23,20,10.7,11.9,10.5,970.6,970.9,970.5,4.4,169,8.9,1006.,0.0
A351,01/01/2018,21,34.5,35.9,34.5,21,22,20,9.3,10.6,8.7,970.5,970.6,970.5,2.5,168,7.5,217.6,0.0
A351,01/01/2018,23,31.7,33.1,31.7,30,30,24,11.8,11.8,9.8,971.3,971.3,971.0,1.6,149,2.9,-3.54,0.0
A351,01/01/2018,02,30.7,31.7,30.7,41,41,36,16.1,16.1,15.0,975.0,975.0,974.5,4.0,130,8.5,-3.53,0.0
A351,01/01/2018,03,28.1,30.7,28.1,59,59,41,19.3,19.3,16.1,975.0,975.1,975.0,2.8,153,8.5,-3.54,0.0
A351,01/01/2018,10,25.9,26.0,24.6,66,74,66,19.1,19.8,19.1,976.6,976.6,976.2,2.8,108,5.1,735.8,0.0
A351,01/01/2018,04,26.9,28.1,26.9,64,64,59,19.5,19.5,19.3,974.5,975.0,974.5,4.3,134,7.1,-3.54,0.0
A351,01/01/2018,05,25.9,26.9,25.9,69,69,64,19.7,19.7,19.5,974.3,974.6,974.3,3.5,137,7.1,-3.54,0.0
A351,01/01/2018,09,24.6,24.7,24.4,74,74,74,19.6,19.6,19.5,976.2,976.2,975.5,2.2,100,4.8,90.14,0.0
A351,01/01/2018,06,25.4,25.9,25.4,70,70,69,19.4,19.7,19.4,974.6,974.7,974.3,3.9,119,6.9,-3.54,0.0
A351,01/01/2018,07,24.8,25.4,24.8,73,73,70,19.5,19.5,19.4,974.8,974.8,974.5,3.3,123,6.9,-3.54,0.0
A351,01/01/2018,11,27.5,27.5,25.9,59,66,59,18.8,19.3,18.6,976.7,976.8,976.6,2.6,80,5.6,1533.,0.0
A351,01/01/2018,12,28.8,29.5,27.5,53,59,51,18.2,18.8,17.8,976.7,976.8,976.7,2.6,93,6.0,2389.,0.0
A351,01/01/2018,13,30.9,31.2,28.9,44,53,43,17.1,18.3,16.7,976.3,976.7,976.3,2.0,50,6.4,3089.,0.0
A351,01/01/2018,14,32.3,32.6,30.5,37,45,36,15.8,17.7,15.6,975.7,976.3,975.7,2.5,101,6.2,3512.,0.0
A351,02/01/2018,15,34.0,35.7,34.0,30,33,29,14.1,15.5,14.1,972.4,973.5,972.4,1.4,13,5.6,3287.,0.0
A351,02/01/2018,02,30.0,30.5,29.9,41,41,32,15.3,15.3,11.9,972.7,972.7,972.4,2.3,116,5.5,-3.54,0.0
A351,02/01/2018,03,28.8,30.0,28.8,45,45,41,15.8,15.8,15.0,972.5,972.8,972.5,2.1,151,4.2,-3.54,0.0
A351,02/01/2018,16,35.3,36.4,34.0,27,30,26,13.2,15.3,13.1,971.4,972.4,971.4,2.2,83,5.8,2598.,0.0
A351,02/01/2018,17,38.6,38.6,35.0,20,27,20,11.7,13.7,10.9,970.1,971.4,970.1,2.1,294,5.6,2990.,0.0
A351,02/01/2018,04,27.4,28.8,27.4,60,60,45,18.9,18.9,15.8,972.4,972.5,972.4,2.7,145,4.8,-3.54,0.0
A351,02/01/2018,18,38.3,38.8,36.3,19,22,18,10.8,11.8,9.6,969.2,970.1,969.2,2.4,195,7.0,2468.,0.0
A351,02/01/2018,22,32.0,32.8,32.0,33,33,31,13.8,13.9,13.4,969.5,969.5,969.1,1.2,132,4.6,-3.52,0.0
A351,02/01/2018,05,26.7,27.4,26.7,65,65,60,19.5,19.5,18.9,972.3,972.5,972.3,2.7,129,5.6,-3.54,0.0
A351,02/01/2018,19,33.8,38.3,30.6,27,43,19,12.2,16.9,9.7,969.1,969.3,969.1,4.6,182,13.5,625.7,0.0
A351,02/01/2018,06,26.0,26.7,26.0,68,68,65,19.6,19.6,19.5,972.2,972.3,972.1,1.7,148,5.1,-3.54,0.0
A351,02/01/2018,20,33.6,35.9,33.2,29,31,22,13.2,14.1,10.7,969.0,969.1,968.9,2.5,136,8.2,623.7,0.0
A351,02/01/2018,21,32.8,33.8,32.7,31,32,27,13.6,13.7,12.4,969.1,969.1,968.9,2.5,125,5.0,67.98,0.0
A351,02/01/2018,07,25.3,26.0,25.3,72,72,68,19.9,20.0,19.7,972.6,972.6,972.2,1.5,152,3.5,-3.54,0.0
A351,02/01/2018,08,24.9,25.3,24.9,74,74,72,20.0,20.1,19.9,973.1,973.1,972.6,1.9,121,3.8,-3.54,0.0
A351,02/01/2018,09,25.5,25.6,24.7,70,75,70,19.7,20.0,19.7,973.9,973.9,973.1,1.7,111,3.6,80.57,0.0
A351,02/01/2018,10,27.4,27.5,25.5,60,70,60,18.9,19.7,18.9,974.3,974.3,973.9,2.2,71,3.6,714.2,0.0
A351,02/01/2018,11,29.6,29.6,27.4,50,60,50,18.2,18.9,18.0,974.5,974.6,974.3,2.6,67,4.7,1586.,0.0
A351,02/01/2018,00,30.8,31.7,30.8,32,32,30,12.1,12.5,11.8,971.8,971.8,971.2,1.5,151,3.3,-3.54,0.0
A351,02/01/2018,12,30.9,31.1,29.5,44,50,43,17.3,18.2,17.0,974.5,974.5,974.4,2.4,17,6.5,2408.,0.0
A351,02/01/2018,13,32.9,33.9,30.9,35,44,33,15.3,17.0,14.5,974.0,974.5,974.0,1.8,31,5.8,3056.,0.0
A351,02/01/2018,14,34.3,34.3,32.4,32,37,32,15.2,16.0,14.6,973.5,974.1,973.5,2.7,128,6.1,3514.,0.0
A351,02/01/2018,01,30.5,30.8,30.4,32,32,31,12.0,12.1,11.7,972.4,972.4,971.8,3.1,118,5.5,-3.54,0.0
A351,02/01/2018,23,32.2,32.6,31.7,30,34,30,12.4,13.9,12.4,970.6,970.6,969.5,1.3,275,2.5,-3.54,0.0
A351,03/01/2018,22,32.5,33.6,32.5,30,30,27,12.8,12.8,12.0,970.9,970.9,970.4,0.9,54,2.1,-3.54,0.0
A351,03/01/2018,07,27.7,27.7,27.1,52,56,52,16.8,17.3,16.6,972.0,972.0,971.4,1.9,338,3.9,-3.54,0.0
A351,03/01/2018,08,26.7,27.7,26.7,55,55,52,16.9,17.1,16.8,973.0,973.0,972.0,3.0,329,5.7,-3.54,0.0
A351,03/01/2018,00,32.0,32.3,31.5,33,35,30,13.6,14.1,12.7,971.5,971.5,970.6,0.9,38,3.5,-3.53,0.0
A351,03/01/2018,23,30.9,32.5,30.8,34,34,30,13.1,13.2,12.8,971.4,971.4,970.9,1.4,16,2.2,-3.54,0.0
A351,03/01/2018,09,26.6,26.7,26.3,57,57,55,17.3,17.3,16.9,974.1,974.1,973.0,3.0,337,6.1,90.08,0.0
A351,03/01/2018,01,31.4,32.4,30.9,34,36,30,13.8,14.3,12.6,971.8,971.8,971.5,1.0,136,2.9,-3.51,0.0
A351,03/01/2018,10,27.7,27.7,26.6,56,57,56,18.1,18.1,17.4,974.5,974.5,974.1,4.7,356,8.1,750.0,0.0
A351,03/01/2018,11,29.0,29.1,27.6,51,56,51,17.8,18.2,17.6,974.8,974.8,974.4,4.4,4,9.1,1475.,0.0
A351,03/01/2018,02,30.4,32.6,30.4,39,39,30,15.0,15.0,12.8,971.9,972.0,971.8,4.0,135,7.8,-3.49,0.0
A351,03/01/2018,12,30.3,30.3,28.8,47,51,47,17.8,18.1,17.6,974.9,974.9,974.8,3.8,345,9.1,2153.,0.0
A351,03/01/2018,13,30.4,31.5,30.0,45,47,43,17.1,18.0,16.9,974.8,975.0,974.8,3.9,346,7.6,2279.,0.0
A351,03/01/2018,14,30.7,31.9,30.0,44,46,41,17.0,17.6,16.6,974.7,974.9,974.6,3.6,343,7.7,2075.,0.0
A351,03/01/2018,15,31.6,32.2,30.7,40,44,39,16.4,17.2,16.0,974.4,974.7,974.3,2.9,9,7.6,2247.,0.0
A351,03/01/2018,03,29.4,30.4,29.4,45,45,39,16.1,16.1,15.0,971.9,972.0,971.9,2.3,118,7.8,-3.53,0.0
A351,03/01/2018,16,33.2,33.5,31.3,35,41,34,15.5,16.6,15.3,973.4,974.4,973.4,1.5,29,6.3,2132.,0.0
A351,03/01/2018,17,33.4,34.3,32.6,32,36,31,14.3,15.8,14.3,972.4,973.4,972.4,2.3,354,4.9,2363.,0.0
A351,03/01/2018,18,33.5,34.1,33.0,32,33,31,14.7,14.9,14.2,971.5,972.4,971.5,0.9,53,4.9,1042.,0.0
A351,03/01/2018,04,28.5,29.4,28.5,50,50,45,17.1,17.1,16.1,971.6,971.9,971.6,1.7,104,4.1,-3.54,0.0
A351,03/01/2018,19,34.6,34.8,33.3,29,32,29,13.8,14.9,13.7,970.8,971.5,970.8,1.7,17,4.3,1434.,0.0
A351,03/01/2018,05,27.6,28.5,27.6,57,57,50,18.3,18.3,17.1,971.6,971.6,971.4,0.4,257,3.9,-3.54,0.0
A351,03/01/2018,20,35.1,35.2,34.2,25,29,24,12.4,13.6,11.3,970.4,970.8,970.4,0.7,37,4.8,1068.,0.0
A351,03/01/2018,21,33.6,35.3,33.6,27,27,25,12.1,12.3,11.8,970.4,970.5,970.3,0.9,106,2.7,98.74,0.0
A351,03/01/2018,06,27.1,27.6,26.9,55,57,54,17.4,18.3,17.3,971.4,971.6,971.3,0.6,334,3.3,-3.54,0.0
A351,04/01/2018,20,33.2,33.2,32.2,32,33,30,14.2,14.4,12.8,972.0,972.5,972.0,0.8,153,10.0,382.5,0.0
A351,04/01/2018,21,32.9,33.6,32.9,33,33,32,14.6,14.7,14.3,972.3,972.3,971.9,1.0,163,1.6,127.4,0.0
A351,04/01/2018,22,31.7,32.9,31.7,37,37,33,15.1,15.3,14.5,972.8,972.8,972.3,1.2,160,2.2,-3.54,0.0
A351,04/01/2018,03,28.8,29.7,28.8,41,41,38,14.1,14.1,13.8,972.9,973.0,972.8,1.3,11,3.5,-3.54,0.0
A351,04/01/2018,04,28.8,28.8,28.5,41,42,41,14.2,14.2,14.1,972.9,972.9,972.6,2.2,28,3.9,-3.00,0.0
A351,04/01/2018,23,31.2,31.7,31.2,36,40,34,14.2,15.9,13.8,973.8,973.8,972.8,1.7,236,3.7,-3.54,0.0
A351,04/01/2018,05,27.4,28.8,27.4,45,45,41,14.5,14.5,14.1,973.2,973.3,972.9,0.4,69,3.9,-3.54,0.0
A351,04/01/2018,00,30.3,30.9,30.3,36,36,34,13.5,13.6,13.0,972.2,972.2,971.4,1.4,40,2.6,-3.54,0.0
A351,04/01/2018,06,26.8,27.6,26.8,47,47,45,14.7,14.7,14.4,973.2,973.2,973.1,1.7,20,3.1,-3.54,0.0
A351,04/01/2018,07,26.5,26.8,26.4,50,50,47,15.4,15.4,14.7,973.8,973.8,973.2,1.1,39,3.1,-3.54,0.0
A351,04/01/2018,08,25.8,26.5,25.6,56,56,50,16.4,16.4,15.4,975.0,975.0,973.8,0.7,318,2.3,-3.54,0.0
A351,04/01/2018,09,26.7,26.7,25.8,61,61,56,18.5,18.5,16.6,975.7,975.7,975.0,2.3,2,4.5,40.18,0.0
A351,04/01/2018,01,30.1,30.4,29.9,37,38,36,13.8,13.8,13.6,972.7,972.7,972.2,1.5,21,2.9,-3.51,0.0
A351,04/01/2018,10,28.0,28.0,26.7,55,61,55,18.2,18.5,18.1,976.5,976.5,975.7,3.2,352,6.9,579.7,0.0
A351,04/01/2018,11,28.3,28.4,27.7,53,56,53,17.9,18.3,17.8,976.7,976.7,976.5,3.8,352,8.5,932.4,0.0
A351,04/01/2018,12,30.4,30.5,28.3,47,53,47,17.8,18.1,17.2,976.8,976.9,976.6,4.5,21,8.6,2416.,0.0
A351,04/01/2018,13,31.7,32.4,29.8,41,47,40,16.9,17.8,16.6,976.9,977.0,976.8,3.3,29,8.4,3170.,0.0
A351,04/01/2018,14,31.1,32.4,30.8,42,42,40,16.6,17.1,16.2,976.5,976.9,976.5,3.6,356,8.5,2112.,0.0
A351,04/01/2018,15,33.7,34.0,31.0,33,42,33,15.3,16.6,15.3,975.8,976.5,975.8,3.0,23,7.5,3528.,0.0
A351,04/01/2018,16,34.1,34.4,33.0,32,35,31,14.9,15.9,14.6,974.8,975.8,974.8,2.0,352,6.9,2871.,0.0
A351,04/01/2018,17,34.6,35.6,34.2,32,32,29,15.3,15.5,14.1,973.5,974.8,973.5,1.8,328,6.4,2699.,0.0
A351,04/01/2018,02,29.7,30.2,29.7,38,38,37,13.9,14.0,13.7,973.0,973.0,972.7,2.2,34,4.0,-3.53,0.0
A351,04/01/2018,18,35.1,36.6,34.6,28,32,27,14.0,15.3,13.9,972.6,973.5,972.5,2.6,90,11.4,2195.,0.0
A351,04/01/2018,19,32.9,35.5,32.9,33,34,27,14.7,14.8,13.5,972.4,972.6,972.4,4.2,123,8.8,916.5,0.0
A351,05/01/2018,10,25.9,26.2,24.0,69,83,68,19.7,21.8,19.7,978.1,978.1,977.5,3.1,61,5.1,657.4,0.0
A351,05/01/2018,11,28.0,28.0,26.0,55,70,54,18.3,20.1,17.8,978.5,978.5,978.1,3.3,28,6.5,1695.,0.0
A351,05/01/2018,12,29.5,29.9,28.0,45,55,44,16.2,18.2,16.1,978.3,978.5,978.3,3.0,40,6.4,2277.,0.0
A351,05/01/2018,13,30.8,31.4,29.5,38,46,37,14.8,16.9,14.6,978.0,978.3,978.0,2.6,22,6.4,3221.,0.0
A351,05/01/2018,14,32.3,32.8,30.9,31,38,30,12.7,14.3,12.4,977.8,978.0,977.8,2.6,115,7.1,3723.,0.0
A351,05/01/2018,22,29.5,30.2,29.0,44,48,38,15.9,16.9,14.4,974.0,974.0,973.2,2.4,2,6.7,-3.48,0.0
A351,05/01/2018,15,33.8,34.0,32.2,27,31,27,12.2,13.5,11.7,977.2,977.8,977.2,3.0,114,8.0,3251.,0.0
A351,05/01/2018,16,33.7,34.8,32.7,30,30,26,13.7,14.1,11.5,976.0,977.2,976.0,3.1,66,6.7,3439.,0.0
A351,05/01/2018,17,35.6,35.6,33.0,28,32,28,14.1,15.3,13.2,974.7,976.0,974.6,4.3,150,9.1,2270.,0.0
A351,05/01/2018,18,34.0,35.8,33.9,30,30,27,13.8,14.6,13.1,973.5,974.7,973.5,5.0,186,9.4,1737.,0.0
A351,05/01/2018,19,35.1,35.1,33.7,28,31,28,13.7,14.4,13.6,972.8,973.5,972.8,4.8,180,9.5,1447.,0.0
A351,05/01/2018,20,29.8,35.1,29.5,42,43,28,15.6,16.2,13.4,973.3,973.5,972.8,4.2,306,9.5,745.3,0.0
A351,05/01/2018,21,30.0,30.3,29.7,39,42,39,14.6,15.5,14.4,973.2,973.3,973.1,1.4,278,7.9,105.8,0.0
A351,05/01/2018,23,28.7,29.5,28.7,46,46,44,15.8,16.1,15.8,974.7,974.7,974.0,1.0,305,5.2,-3.54,0.0
A351,05/01/2018,01,27.1,31.2,26.9,60,61,38,18.6,18.8,15.0,975.8,976.0,975.2,3.3,214,7.2,-3.08,0.0
A351,05/01/2018,02,25.8,27.8,25.4,70,72,53,19.9,20.1,16.9,976.0,976.3,975.3,1.8,215,6.3,-1.96,1.2
A351,05/01/2018,03,26.2,26.2,25.7,67,70,65,19.6,20.0,19.0,976.5,976.6,976.0,1.9,249,5.5,3.362,0.0
A351,05/01/2018,04,25.5,26.2,25.5,76,76,67,20.9,20.9,19.6,976.2,976.5,976.2,1.0,231,3.5,-1.00,0.0
A351,05/01/2018,05,25.4,26.0,25.4,73,76,70,20.2,21.0,20.1,976.1,976.2,976.1,1.5,206,5.8,-2.95,0.0
A351,05/01/2018,00,31.2,31.5,31.0,38,39,36,15.3,15.6,14.3,975.2,975.2,973.8,2.8,135,5.9,-3.53,0.0
A351,05/01/2018,06,25.6,25.6,25.4,75,75,73,20.9,20.9,20.2,976.0,976.1,975.9,2.2,200,4.6,-3.04,0.0
A351,05/01/2018,07,24.1,25.6,24.1,81,81,75,20.7,20.9,20.5,976.1,976.1,976.0,1.2,277,3.9,-3.08,0.0
A351,05/01/2018,08,23.6,24.1,23.6,82,83,81,20.4,20.7,20.3,976.7,976.7,976.1,1.4,267,2.6,-3.54,0.0
A351,05/01/2018,09,24.0,24.0,23.5,83,84,82,21.0,21.1,20.3,977.5,977.5,976.7,0.5,311,2.4,71.70,0.0
A351,06/01/2018,04,25.6,26.2,25.5,68,68,65,19.1,19.1,19.0,976.2,976.3,976.2,3.9,141,8.1,-3.53,0.0
A351,06/01/2018,05,24.9,25.6,24.9,70,70,68,19.1,19.1,19.1,976.2,976.2,976.1,3.6,125,8.3,-3.53,0.0
A351,06/01/2018,06,24.4,24.9,24.4,72,72,70,19.1,19.2,19.1,976.1,976.3,976.1,2.8,141,6.5,-3.53,0.0
A351,06/01/2018,07,24.0,24.4,24.0,74,74,72,19.2,19.2,19.1,976.5,976.5,976.1,1.5,151,4.8,-3.53,0.0
A351,06/01/2018,08,24.1,24.3,24.0,73,74,73,19.0,19.2,18.9,977.0,977.0,976.5,2.5,133,4.8,-3.02,0.0
A351,06/01/2018,09,24.2,24.2,23.7,72,75,72,18.9,19.0,18.9,977.3,977.4,977.0,2.0,115,4.2,69.36,0.0
A351,06/01/2018,10,25.7,25.8,24.1,63,72,63,18.2,18.9,18.1,977.6,977.6,977.3,3.4,109,6.6,734.2,0.0
A351,06/01/2018,11,27.3,27.4,25.7,53,63,53,17.0,18.3,16.9,977.8,977.9,977.6,3.8,85,7.4,1452.,0.0
A351,06/01/2018,12,29.5,29.6,27.3,45,54,44,16.4,17.3,15.6,977.7,978.0,977.7,3.4,107,7.4,2658.,0.0
A351,06/01/2018,13,31.3,31.3,28.9,37,45,37,15.0,16.3,14.5,977.3,977.7,977.3,3.7,122,7.5,3009.,0.0
A351,06/01/2018,14,32.4,32.5,30.6,34,38,33,14.4,15.1,13.8,976.4,977.3,976.4,3.5,134,6.6,3237.,0.0
A351,06/01/2018,15,33.2,34.4,31.7,31,35,29,13.7,14.7,12.8,975.6,976.4,975.6,1.9,59,8.6,3611.,0.0
A351,06/01/2018,16,35.0,35.3,32.3,28,31,26,13.6,13.7,11.9,974.4,975.6,974.4,2.7,144,6.7,3190.,0.0
A351,06/01/2018,17,31.4,36.0,30.5,40,44,26,16.3,17.1,11.8,973.2,974.4,973.2,2.1,269,8.2,1597.,0.0
A351,06/01/2018,18,32.8,32.8,30.5,31,44,30,13.5,17.5,13.0,972.5,973.2,972.5,2.2,220,6.0,687.4,0.0
A351,06/01/2018,19,35.1,35.3,32.5,24,31,24,11.6,13.5,11.3,971.7,972.5,971.7,3.3,190,6.9,1386.,0.0
A351,06/01/2018,20,33.3,35.7,33.3,25,26,22,10.6,11.8,10.0,971.9,971.9,971.6,3.1,45,6.5,958.4,0.0
A351,06/01/2018,22,31.1,32.9,31.1,35,35,23,14.0,14.0,8.9,972.6,972.6,972.0,4.5,153,8.9,-3.50,0.0
A351,06/01/2018,21,32.9,33.3,32.9,24,25,23,9.5,10.7,9.1,972.1,972.1,971.9,1.2,105,7.8,206.0,0.0
A351,06/01/2018,00,28.1,28.8,28.1,47,48,45,15.9,16.0,15.5,975.5,975.5,974.7,1.0,180,2.4,-3.54,0.0
A351,06/01/2018,23,29.4,31.1,29.4,44,44,35,15.8,15.9,14.3,973.7,973.7,972.6,5.0,142,10.9,-3.54,0.0
A351,06/01/2018,01,28.9,29.0,28.1,47,48,46,16.3,16.3,15.8,976.2,976.2,975.5,3.3,148,6.0,-3.45,0.0
A351,06/01/2018,02,27.3,28.9,27.3,59,59,47,18.6,18.6,16.4,976.4,976.4,976.2,3.9,146,9.5,-3.52,0.0
A351,06/01/2018,03,26.2,27.3,26.2,65,65,59,19.0,19.1,18.6,976.2,976.5,976.2,4.5,144,8.1,-3.54,0.0
A351,07/01/2018,23,30.8,31.8,30.8,33,33,28,12.5,12.5,11.3,973.6,973.6,972.8,2.8,144,5.8,-3.54,0.0
A351,07/01/2018,01,27.5,28.9,27.5,53,53,42,17.0,17.0,14.7,975.0,975.0,974.7,4.7,115,11.6,-3.48,0.0
A351,07/01/2018,02,27.2,27.5,27.1,54,55,53,17.2,17.2,17.0,974.8,975.2,974.8,2.7,98,8.6,-3.54,0.0
A351,07/01/2018,03,26.9,27.2,26.9,53,54,52,16.6,17.2,16.4,974.9,974.9,974.6,2.7,103,6.8,-3.54,0.0
A351,07/01/2018,04,25.6,26.9,25.6,62,62,53,17.8,17.8,16.6,974.7,975.0,974.6,2.4,150,5.6,-3.54,0.0
A351,07/01/2018,05,25.2,25.6,25.2,65,65,62,18.0,18.0,17.8,974.9,974.9,974.7,2.3,136,6.9,-3.52,0.0
A351,07/01/2018,06,24.9,25.2,24.9,65,65,64,17.8,18.0,17.8,974.9,975.0,974.9,2.8,131,5.4,-3.40,0.0
A351,07/01/2018,07,24.4,24.9,24.4,67,67,65,17.8,17.9,17.8,975.3,975.3,974.9,2.4,134,5.9,-3.27,0.0
A351,07/01/2018,08,23.6,24.4,23.6,70,70,67,17.9,17.9,17.8,975.7,975.7,975.3,2.9,147,5.2,-3.46,0.0
A351,07/01/2018,09,23.9,23.9,23.5,69,70,69,17.7,17.9,17.7,976.1,976.2,975.7,3.7,113,6.2,106.1,0.0
A351,07/01/2018,10,25.8,25.9,23.9,58,69,58,17.0,17.8,16.9,976.6,976.6,976.1,3.4,97,6.7,851.0,0.0
A351,07/01/2018,11,26.9,27.2,25.8,52,58,51,16.2,17.1,16.0,977.1,977.1,976.6,3.7,67,7.2,1287.,0.0
A351,07/01/2018,12,28.1,28.5,26.7,44,53,44,14.8,16.4,14.8,977.1,977.2,977.0,4.0,79,7.2,1837.,0.0
A351,07/01/2018,13,30.2,30.4,27.8,38,46,37,14.2,15.5,13.8,976.5,977.0,976.5,3.5,88,8.3,2956.,0.0
A351,07/01/2018,14,31.2,31.5,29.6,33,39,33,12.8,14.5,12.8,976.1,976.5,976.1,2.6,64,7.4,3044.,0.0
A351,07/01/2018,15,32.2,32.7,30.8,30,34,30,12.5,13.6,12.5,974.9,976.1,974.9,3.3,94,7.2,3196.,0.0
A351,07/01/2018,16,33.8,35.1,32.1,26,31,25,11.5,13.4,11.5,973.8,974.9,973.8,2.8,154,7.2,3487.,0.0
A351,07/01/2018,17,33.4,34.0,32.5,26,28,25,11.2,11.8,11.1,972.7,973.8,972.7,2.6,63,5.9,1514.,0.0
A351,07/01/2018,18,33.8,35.0,33.4,24,26,24,10.4,11.5,10.2,971.8,972.7,971.8,0.8,63,5.3,1683.,0.0
A351,07/01/2018,19,34.3,35.5,33.8,26,26,23,12.2,12.2,10.5,971.5,971.7,971.5,4.5,150,10.7,1833.,0.0
A351,07/01/2018,20,33.8,34.7,33.7,26,27,26,11.9,12.6,11.6,972.0,972.0,971.5,4.4,158,9.0,1091.,0.0
A351,07/01/2018,21,32.9,33.8,32.9,28,28,26,12.0,12.3,11.6,972.3,972.3,972.0,3.4,152,8.0,291.6,0.0
A351,07/01/2018,22,31.8,32.9,31.8,28,29,28,11.2,12.1,11.0,972.8,972.8,972.3,3.2,138,8.1,-3.30,0.0
A351,07/01/2018,00,28.9,29.6,28.9,42,44,38,14.5,15.7,13.7,974.7,974.7,973.7,4.4,123,10.8,-3.54,0.0
A351,08/01/2018,23,30.8,31.5,30.7,31,31,28,11.5,11.5,10.9,974.3,974.3,973.4,3.6,141,8.5,-3.54,0.0
A351,08/01/2018,00,29.9,30.8,29.9,38,38,33,14.1,14.1,12.5,974.5,974.5,973.6,5.3,125,9.7,-3.54,0.0
A351,08/01/2018,01,28.4,29.9,28.4,47,47,38,16.1,16.1,14.1,975.1,975.2,974.5,5.5,126,11.5,-3.54,0.0
A351,08/01/2018,02,27.2,28.4,27.2,54,54,47,17.1,17.1,16.2,975.6,975.6,975.1,4.3,130,10.0,-3.53,0.0
A351,08/01/2018,03,26.6,27.2,26.6,57,57,54,17.3,17.3,17.1,975.6,975.8,975.6,4.5,108,8.1,-3.50,0.0
A351,08/01/2018,04,26.1,26.6,26.1,60,60,57,17.6,17.6,17.3,975.4,975.7,975.4,4.2,121,8.1,-3.50,0.0
A351,08/01/2018,05,25.3,26.1,25.2,64,64,59,17.9,17.9,17.5,975.3,975.4,975.2,3.3,133,6.9,-3.46,0.0
A351,08/01/2018,06,24.8,25.3,24.8,66,66,64,18.1,18.1,17.9,975.2,975.4,975.2,3.7,125,6.8,-3.37,0.0
A351,08/01/2018,07,24.4,24.9,24.4,68,68,66,18.2,18.3,18.1,975.7,975.7,975.2,2.9,126,6.5,-3.53,0.0
A351,08/01/2018,08,24.3,24.4,24.3,68,69,68,18.1,18.2,18.1,976.3,976.3,975.7,3.1,115,5.4,-3.36,0.0
A351,08/01/2018,09,24.4,24.5,24.2,68,69,68,18.1,18.2,18.0,976.8,976.8,976.3,2.5,139,5.2,86.81,0.0
A351,08/01/2018,10,25.6,25.7,24.4,62,68,62,17.7,18.2,17.7,977.3,977.3,976.8,3.8,118,6.0,627.6,0.0
A351,08/01/2018,11,27.3,27.7,25.6,54,62,52,17.1,18.0,16.7,977.5,977.6,977.2,3.6,99,7.1,1648.,0.0
A351,08/01/2018,12,28.4,28.9,26.9,50,55,48,16.9,17.4,16.5,977.6,977.7,977.5,3.6,104,7.7,2086.,0.0
A351,08/01/2018,13,30.7,30.7,27.9,43,51,43,16.6,17.2,15.9,977.0,977.7,977.0,2.4,133,6.7,2525.,0.0
A351,08/01/2018,14,31.2,32.1,29.4,35,44,34,13.9,16.3,13.9,976.3,977.0,976.3,3.2,108,7.1,3369.,0.0
A351,08/01/2018,15,34.3,34.6,30.6,27,38,27,12.5,14.9,12.5,975.5,976.3,975.5,3.9,173,7.3,3767.,0.0
A351,08/01/2018,16,34.1,35.3,32.7,26,29,25,12.0,13.1,11.6,974.8,975.5,974.8,4.3,153,10.5,3449.,0.0
A351,08/01/2018,17,34.6,35.4,33.0,26,29,25,12.5,13.8,11.5,973.8,974.8,973.8,4.2,190,9.9,3086.,0.0
A351,08/01/2018,18,34.7,35.4,34.3,26,27,25,12.4,12.8,11.7,973.1,973.8,973.1,3.9,156,9.3,2729.,0.0
A351,08/01/2018,19,34.3,34.9,33.9,25,26,25,11.4,12.4,11.2,972.5,973.1,972.5,5.5,165,10.1,1952.,0.0
A351,08/01/2018,20,33.4,34.3,33.4,24,25,24,10.4,11.3,10.3,972.5,972.5,972.2,5.5,165,10.7,1071.,0.0
A351,08/01/2018,21,32.4,33.6,32.4,26,26,24,10.4,10.5,10.1,972.8,972.9,972.5,4.3,166,10.3,251.9,0.0
